"","Year","Commodity","Data","Region","Geo","label","Type","Name","Value"
"118",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BIFENTHRIN","0.10299999999999999"
"119",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","(D)"
"120",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","EMAMECTINBENZOATE","(D)"
"121",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ESFENVALERATE","4.5999999999999999E-2"
"122",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","IMIDACLOPRID","(D)"
"123",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","LAMBDACYHALOTHRIN","2.9000000000000001E-2"
"124",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","METHOMYL","0.54500000000000004"
"125",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","NALED","(D)"
"126",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","OXYDEMETONMETHYL","(D)"
"127",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","PERMETHRIN","0.115"
"128",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","THIAMETHOXAM","(D)"
"129",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ZETACYPERMETHRIN","5.2999999999999999E-2"
"130",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BETACYFLUTHRIN","(D)"
"131",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BIFENTHRIN","1.1000000000000001"
"132",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","(D)"
"133",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","EMAMECTINBENZOATE","(D)"
"134",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ESFENVALERATE","1"
"135",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","IMIDACLOPRID","(D)"
"136",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","LAMBDACYHALOTHRIN","1"
"137",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","METHOMYL","1"
"138",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","NALED","(D)"
"139",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","OXYDEMETONMETHYL","(D)"
"140",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","PERMETHRIN","1.2"
"141",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","THIAMETHOXAM","(D)"
"142",2016,"CAULIFLOWER","CAULIFLOWER - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ZETACYPERMETHRIN","1.1000000000000001"
"143",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BETACYFLUTHRIN","(D)"
"144",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BIFENTHRIN","6"
"145",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","(D)"
"146",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","EMAMECTINBENZOATE","(D)"
"147",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ESFENVALERATE","24"
"148",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","IMIDACLOPRID","(D)"
"149",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","LAMBDACYHALOTHRIN","21"
"150",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","METHOMYL","2"
"151",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","NALED","(D)"
"152",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","OXYDEMETONMETHYL","(D)"
"153",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","PERMETHRIN","5"
"154",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","THIAMETHOXAM","(D)"
"155",2016,"CAULIFLOWER","CAULIFLOWER - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ZETACYPERMETHRIN","8"
"156",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","HERBICIDE","PARAQUAT","(D)"
"157",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BETACYFLUTHRIN","500"
"158",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BIFENTHRIN","5200"
"159",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","600"
"160",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CHLORPYRIFOS","(D)"
"161",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CYFLUTHRIN","(D)"
"162",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","DIAZINON5","(D)"
"163",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","DIMETHOATE","(D)"
"164",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","DISULFOTON","(D)"
"165",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","EMAMECTINBENZOATE","(D)"
"166",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ESFENVALERATE","2100"
"167",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","FENPROPATHRIN","(D)"
"168",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","IMIDACLOPRID","700"
"169",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","LAMBDACYHALOTHRIN","2100"
"170",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","METHOMYL","1100"
"171",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","NALED","15700"
"172",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","OXYDEMETONMETHYL","(D)"
"173",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","PERMETHRIN","1300"
"174",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ZETACYPERMETHRIN","600"
"175",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","HERBICIDE","PARAQUAT","(D)"
"176",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BETACYFLUTHRIN","2.3E-2"
"177",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BIFENTHRIN","7.4999999999999997E-2"
"178",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","5.8999999999999997E-2"
"179",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CHLORPYRIFOS","(D)"
"180",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CYFLUTHRIN","(D)"
"181",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","DIAZINON5","(D)"
"182",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","DIMETHOATE","(D)"
"183",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","DISULFOTON","(D)"
"184",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","EMAMECTINBENZOATE","(D)"
"185",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ESFENVALERATE","4.4999999999999998E-2"
"186",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","FENPROPATHRIN","(D)"
"187",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","IMIDACLOPRID","4.5999999999999999E-2"
"188",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","LAMBDACYHALOTHRIN","3.1E-2"
"189",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","METHOMYL","0.61799999999999999"
"190",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","NALED","1.1859999999999999"
"191",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","OXYDEMETONMETHYL","(D)"
"192",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","PERMETHRIN","0.13600000000000001"
"193",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ZETACYPERMETHRIN","2.8000000000000001E-2"
"194",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","HERBICIDE","PARAQUAT","(D)"
"195",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BETACYFLUTHRIN","0.03"
"196",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BIFENTHRIN","0.16700000000000001"
"197",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","7.5999999999999998E-2"
"198",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CHLORPYRIFOS","(D)"
"199",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CYFLUTHRIN","(D)"
"200",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","DIAZINON5","(D)"
"201",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","DIMETHOATE","(D)"
"202",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","DISULFOTON","(D)"
"203",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","EMAMECTINBENZOATE","(D)"
"204",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ESFENVALERATE","5.3999999999999999E-2"
"205",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","FENPROPATHRIN","(D)"
"206",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","IMIDACLOPRID","5.8999999999999997E-2"
"207",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","LAMBDACYHALOTHRIN","4.3999999999999997E-2"
"208",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","METHOMYL","0.66300000000000003"
"209",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","NALED","1.3280000000000001"
"210",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","OXYDEMETONMETHYL","(D)"
"211",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","PERMETHRIN","0.14000000000000001"
"212",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ZETACYPERMETHRIN","0.04"
"213",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","HERBICIDE","PARAQUAT","(D)"
"214",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BETACYFLUTHRIN","1.3"
"215",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BIFENTHRIN","2.2000000000000002"
"216",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","1.3"
"217",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CHLORPYRIFOS","(D)"
"218",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","CYFLUTHRIN","(D)"
"219",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","DIAZINON5","(D)"
"220",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","DIMETHOATE","(D)"
"221",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","DISULFOTON","(D)"
"222",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","EMAMECTINBENZOATE","(D)"
"223",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ESFENVALERATE","1.2"
"224",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","FENPROPATHRIN","(D)"
"225",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","IMIDACLOPRID","1.3"
"226",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","LAMBDACYHALOTHRIN","1.4"
"227",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","METHOMYL","1.1000000000000001"
"228",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","NALED","1.1000000000000001"
"229",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","OXYDEMETONMETHYL","(D)"
"230",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","PERMETHRIN","1"
"231",2014,"BROCCOLI","BROCCOLI - APPLICATIONS, MEASURED IN NUMBER, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","ZETACYPERMETHRIN","1.4"
"232",2014,"BROCCOLI","BROCCOLI - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","HERBICIDE","PARAQUAT","(D)"
"233",2014,"BROCCOLI","BROCCOLI - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BETACYFLUTHRIN","13"
"234",2014,"BROCCOLI","BROCCOLI - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG","PROGRAM STATES","REGION : MULTI-STATE","RESTRICTED USE CHEMICAL","INSECTICIDE","BIFENTHRIN","26"
